%eval_id,interface,wFloor,wRoof,k,1-PFA-0-1,1-PFA-1-1,1-PFD-1-1,1-PID-1-1,1-PFA-2-1,1-PFD-2-1,1-PID-2-1,1-PFA-3-1,1-PFD-3-1,1-PID-3-1,1-PRD-1-1
34,NO_ID,106.7734496,47.18923964,300.7045247,204.541,416.134,1.32082,0.00917237,692.252,2.26935,0.00659334,780.993,2.58568,0.00221265,0.00598538
35,NO_ID,100.3365159,47.5986511,357.5121961,204.565,565.858,1.36448,0.00947553,876.049,2.33304,0.00672741,980.025,2.6679,0.00232718,0.00617569
36,NO_ID,115.9636262,48.56224135,345.0731892,204.878,469.596,1.38178,0.00959572,774.179,2.37097,0.0068731,876.488,2.68971,0.0022184,0.00622617
37,NO_ID,121.9148193,40.52087965,340.0970148,204.804,478.897,1.41376,0.00981776,780.026,2.40212,0.00686847,868.096,2.66946,0.00185922,0.00617931
38,NO_ID,109.7050779,51.16121386,325.5336967,204.315,436.274,1.32957,0.00923314,723.759,2.28807,0.00666161,826.253,2.61939,0.00233435,0.0060634
39,NO_ID,104.1886878,51.35605524,290.2025905,204.617,384.954,1.27627,0.00886301,642.593,2.20339,0.00644388,730.887,2.53736,0.00233387,0.00587351
40,NO_ID,83.03932961,43.83692504,360.3349494,204.94,553.65,1.15631,0.00802994,866.445,1.9833,0.00574306,995.064,2.29486,0.00216414,0.00531217
41,NO_ID,112.183544,50.8091599,338.6587831,204.989,457.697,1.35454,0.0094065,756.254,2.33513,0.00681312,864.69,2.67031,0.00233317,0.00618128
42,NO_ID,95.98206418,44.74661687,302.4359039,204.469,482.024,1.39096,0.00965946,801.472,2.39355,0.00696549,908.511,2.74085,0.00241703,0.00634457
43,NO_ID,98.62136222,42.69988601,386.0362653,205.324,564.85,1.2429,0.00863122,889.669,2.1127,0.00604104,996.841,2.39716,0.00197544,0.00554898
44,NO_ID,119.8194871,52.44397185,323.2869382,204.622,394.523,1.30141,0.00903757,654.067,2.23373,0.00648134,736.784,2.54238,0.00215707,0.00588515
45,NO_ID,95.02593531,56.60979605,324.4112234,204.977,459.542,1.33188,0.00924913,775.346,2.32289,0.00688458,901.718,2.72943,0.00282953,0.00631812
46,NO_ID,113.574185,52.21869851,321.1300535,205.147,408.955,1.30916,0.0090914,682.513,2.25386,0.00656717,772.283,2.57806,0.00226721,0.00596774
47,NO_ID,107.2141747,52.63606654,363.5035206,205.192,525.256,1.41098,0.00979846,858.594,2.42361,0.00703268,963.276,2.78361,0.00250147,0.00644353
48,NO_ID,97.32773633,49.00610988,282.6966815,204.831,401.833,1.29015,0.00895939,675.212,2.23166,0.00654414,769.611,2.57602,0.00240859,0.005963
49,NO_ID,85.01982671,49.82351849,291.9035125,204.897,470.613,1.34737,0.00935676,792.445,2.34534,0.00693282,915.91,2.74931,0.00281059,0.00636414
50,NO_ID,96.76125862,44.53452225,306.1483665,204.98,489.672,1.40135,0.00973162,812.667,2.40812,0.00699398,917.881,2.75311,0.00240047,0.00637293
